Bevölkerungsprognose nach Gemeindebezirken 2018 bis 2037 – Jährliche Bevölkerungsveränderung;;;;;;;;;;
Gemeindebezirk;Bevölkerungsprognose;;;;;;;;;
;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027
9. Alsergrund;-40,9000710138596;-31,2770116275625;-25,428166958741;-22,1311758272756;-20,3152738531844;-19,954661637317;-20,0242764092398;-20,0277823619974;-19,9829926198613;-20,7077638949549
10. Favoriten;1418,25874262557;1384,40142656289;1348,4407621993;1312,74140751551;1278,56684531981;1245,36641333347;1214,73642417582;1186,43225943538;1161,33088093729;1135,90690506812
11. Simmering;1235,2503720452;1154,93131434934;1085,63938510077;1024,87901379471;972,589528726611;926,30282106296;885,701522670382;848,655933033939;816,616104393984;787,067286770987
12. Meidling;730,16983995795;692,990073600263;659,00705507561;628,401120499075;601,100319126216;576,526892291933;554,781716513978;535,122852663737;517,865032556196;501,747088141987
13. Hietzing;261,391822613425;258,61030000795;254,375377015103;250,528298591654;246,196419611841;242,821877469587;239,797906492941;236,993768969518;234,052428577151;231,360147473335
14. Penzing;867,911038950649;814,94696468216;768,8587227234;728,818641714636;694,33444276679;664,498904578344;638,737607809807;615,486782789255;595,593209601514;577,51673026778
15. Rudolfsheim-Fünfhaus;375,356916942362;367,472787982612;357,701572322023;347,68111704867;337,600455089928;327,902763727248;319,101418072509;311,18384426557;304,239219495668;297,336060739786
16. Ottakring;449,692283098315;454,222043320289;453,577261908986;450,623427647465;445,751891054349;440,031743503069;434,286081166973;428,871704657263;423,764967748058;417,923970627699
17. Hernals;202,820836284553;209,406483143725;212,534266927717;213,576594834949;213,307811374463;211,851493508835;210,212350749414;208,707984842423;207,34140588738;205,20378469584
18. Währing;201,394226648239;194,114365656617;186,338184229373;178,935000462019;171,897278112821;165,363061648967;159,563387238836;154,478998981351;150,142257543195;145,943823946627
19. Döbling;364,058844343681;351,055593816139;338,230958659057;327,212149413621;316,837802004104;308,507986610747;301,554307879416;295,394464672974;289,907594906157;285,166328431246
20. Brigittenau;931,247727540486;873,335703305085;823,052223203889;778,649875487212;740,37355512502;706,145819517238;676,384936114415;649,602304344075;626,907377518025;605,962632512178
21. Floridsdorf;1103,97671634343;1066,36427955247;1030,07729620019;998,605685592318;969,395599874163;945,193798415209;924,171091821211;904,846497250912;887,146825782637;870,838580481452
22. Donaustadt;2032,16478365258;1898,51034706786;1782,98585705364;1681,56014864051;1593,85919670981;1516,10940563297;1447,87664111032;1385,68320950371;1331,64638901842;1281,75125049236
23. Liesing;626,475773663851;607,050520102931;587,608930682824;570,884463116797;554,831303066201;541,664235302591;530,169278062704;519,548920149624;509,749133585012;500,566321149826
Quelle: Stadt Wien Wirtschaft, Arbeit und Statistik - Bevölkerungsprognose 2018.;;;;;;;;;;
